Algorithm,recovery_pct,avg_rank,p1_budget,p1_correct_pct,p1_winner_score,p1_2nd_score,p2_winner_score,p2_2nd_score,avg_k,p1_true_winner_score,p2_true_winner_score,P1 Avg difference,P2 Avg difference,P2 Changes %,P2 Fixes %,P2 Errors %,N,k,m,epsilon,family,recovery_gain
PARWiS-P2 (m=100),6.0,139.97,"1,000",6.0,2.0994,1.949,2.0994,1.949,0.0,0.7882,0.7882,0.1503485985479562,0.1503485985479562,0.0,0.0,0.0,200,97,100.0,,PARWiS-P2,0.0
"Gen-Prob E-Greedy (m=100, e=0.8)",6.0,138.97,780,9.0,2.1934,2.0287,2.1806,2.0248,0.0,0.7795,0.8234,0.1646884194968434,0.1557993427317092,48.5,2.0,5.0,200,97,100.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=0.2)",6.0,140.9,780,9.0,2.1934,2.0287,2.0995,1.9535,0.0,0.7795,0.7891,0.1646884194968434,0.1460524978171067,56.99999999999999,2.0,5.0,200,97,100.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.2)",6.0,136.47,910,8.0,2.1293,1.9802,2.1213,1.9632,0.0,0.7797,0.802,0.1491069795555599,0.15811734016745,22.0,0.5,2.5,200,97,150.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=100, e=1.0)",5.5,138.39,780,9.0,2.1934,2.0287,2.1837,2.0458,0.0,0.7795,0.8061,0.1646884194968434,0.1379793397664341,50.5,0.5,4.0,200,97,100.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.1)",5.5,135.56,910,8.0,2.1293,1.9802,2.1071,1.9598,0.0,0.7797,0.8024,0.1491069795555599,0.1472727558251252,22.5,1.5,4.0,200,97,150.0,0.1,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.8)",5.0,135.83,910,8.0,2.1293,1.9802,2.1419,1.9846,0.0,0.7797,0.7981,0.1491069795555599,0.1573211584881044,25.0,1.0,4.0,200,97,150.0,0.8,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=150, e=1.0)",5.0,137.49,910,8.0,2.1293,1.9802,2.1419,1.9952,0.0,0.7797,0.8174,0.1491069795555599,0.146637300890557,21.5,0.5,3.5000000000000004,200,97,150.0,1.0,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=150, e=0.6)",3.0,138.69,910,8.0,2.1293,1.9802,2.1355,1.9792,0.0,0.7797,0.8109,0.1491069795555599,0.156284214369694,25.0,0.5,5.5,200,97,150.0,0.6,Gen-Prob E-Greedy,-3.0
Pure PARWiS (Baseline),95.25,289.39,"1,500",95.25,4.3406,2.6902,4.3406,2.6902,0.0,4.2125,4.2125,1.650339002077784,1.650339002077784,0.0,0.0,0.0,300,10,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",95.25,289.39,"1,500",95.25,4.3406,2.6902,4.3406,2.6902,0.0,4.2125,4.2125,1.650339002077784,1.650339002077784,0.0,0.0,0.0,300,10,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.1)",95.25,290.28,533,94.75,4.4833,3.2531,4.348,2.7015,0.0,4.3507,4.2186,1.230176629609005,1.6464864528966845,1.7500000000000002,0.5,0.0,300,10,150.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.2)",95.25,289.44,533,94.75,4.4833,3.2531,4.3399,2.839,0.0,4.3507,4.2084,1.230176629609005,1.5009105136825438,2.0,0.5,0.0,300,10,150.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.4)",95.25,290.34,533,94.75,4.4833,3.2531,4.3283,2.8653,0.0,4.3507,4.1989,1.230176629609005,1.4630039387536318,1.7500000000000002,0.5,0.0,300,10,150.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.6)",95.25,289.91,533,94.75,4.4833,3.2531,4.3971,2.8512,0.0,4.3507,4.2658,1.230176629609005,1.5459016640866667,1.25,0.5,0.0,300,10,150.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.8)",95.25,290.15,533,94.75,4.4833,3.2531,4.4025,2.8551,0.0,4.3507,4.2713,1.230176629609005,1.547438559884795,1.5,0.5,0.0,300,10,150.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=1.0)",95.25,289.85,533,94.75,4.4833,3.2531,4.4037,2.8398,0.0,4.3507,4.2716,1.230176629609005,1.563863022907583,1.7500000000000002,0.5,0.0,300,10,150.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.0)",95.25,289.95,533,94.75,4.4833,3.2531,4.3794,2.4981,0.0,4.3507,4.2464,1.230176629609005,1.8813034966022075,1.7500000000000002,0.5,0.0,300,10,225.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.1)",95.25,290.01,611,95.25,4.4638,3.3122,4.3479,2.7023,0.0,4.3354,4.2198,1.151628235524202,1.645527057185458,0.25,0.0,0.0,300,10,225.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.2)",95.25,290.06,611,95.25,4.4638,3.3122,4.3291,2.8294,0.0,4.3354,4.1995,1.151628235524202,1.4996731698143737,0.25,0.0,0.0,300,10,225.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.4)",95.25,289.94,611,95.25,4.4638,3.3122,4.3214,2.8737,0.0,4.3354,4.1933,1.151628235524202,1.447713341392976,0.0,0.0,0.0,300,10,225.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.6)",95.25,289.99,611,95.25,4.4638,3.3122,4.3824,2.8928,0.0,4.3354,4.2535,1.151628235524202,1.4896089964103174,0.25,0.0,0.0,300,10,225.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.8)",95.25,290.05,611,95.25,4.4638,3.3122,4.3911,2.8437,0.0,4.3354,4.2628,1.151628235524202,1.5473988823637108,0.0,0.0,0.0,300,10,225.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=1.0)",95.25,290.19,611,95.25,4.4638,3.3122,4.3944,2.8326,0.0,4.3354,4.2662,1.151628235524202,1.5617899404436204,0.0,0.0,0.0,300,10,225.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.2)",86.5,275.08,688,84.5,3.6655,2.8503,3.5921,2.6595,0.0,3.2535,3.2319,0.8151025327591488,0.9326632475300692,7.249999999999999,2.0,0.0,300,20,150.0,0.2,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=225, e=0.6)",86.25,273.61,785,85.5,3.6413,2.8303,3.5714,2.7287,0.0,3.2495,3.1956,0.8109598517025729,0.8427068816344359,1.7500000000000002,0.75,0.0,300,20,225.0,0.6,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=150, e=0.0)",86.0,273.32,"1,500",86.0,3.5648,2.5276,3.5648,2.5276,0.0,3.1855,3.1855,1.0372239952017326,1.0372239952017326,0.0,0.0,0.0,300,20,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.4)",86.0,273.6,688,84.5,3.6655,2.8503,3.5822,2.7088,0.0,3.2535,3.2033,0.8151025327591488,0.8733581367999661,8.25,1.5,0.0,300,20,150.0,0.4,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),86.0,273.32,"1,500",86.0,3.5648,2.5276,3.5648,2.5276,0.0,3.1855,3.1855,1.0372239952017326,1.0372239952017326,0.0,0.0,0.0,300,20,,,Baseline,0.0
"Gen-Prob E-Greedy (m=225, e=0.2)",85.75,274.05,785,85.5,3.6413,2.8303,3.5738,2.6507,0.0,3.2495,3.1868,0.8109598517025729,0.9230772034705632,2.0,0.25,0.0,300,20,225.0,0.2,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.1)",85.75,273.98,785,85.5,3.6413,2.8303,3.555,2.5292,0.0,3.2495,3.1689,0.8109598517025729,1.0258063932904131,1.7500000000000002,0.25,0.0,300,20,225.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.8)",85.5,272.87,688,84.5,3.6655,2.8503,3.5607,2.7014,0.0,3.2535,3.1689,0.8151025327591488,0.8592828132653736,7.249999999999999,1.0,0.0,300,20,150.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.6)",85.5,272.71,688,84.5,3.6655,2.8503,3.5607,2.7397,0.0,3.2535,3.1637,0.8151025327591488,0.820984490266552,7.249999999999999,1.0,0.0,300,20,150.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.1)",85.5,273.81,688,84.5,3.6655,2.8503,3.5448,2.5375,0.0,3.2535,3.1532,0.8151025327591488,1.0073198793746356,8.0,1.0,0.0,300,20,150.0,0.1,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=225, e=0.4)",85.5,273.12,785,85.5,3.6413,2.8303,3.5735,2.714,0.0,3.2495,3.1832,0.8109598517025729,0.8594956835566254,1.5,0.0,0.0,300,20,225.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=225, e=0.8)",85.5,273.57,785,85.5,3.6413,2.8303,3.5611,2.7166,0.0,3.2495,3.1655,0.8109598517025729,0.8444775849856101,1.7500000000000002,0.0,0.0,300,20,225.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=1.0)",85.25,273.36,688,84.5,3.6655,2.8503,3.5178,2.6723,0.0,3.2535,3.1195,0.8151025327591488,0.8454665967615429,6.0,0.75,0.0,300,20,150.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=1.0)",85.25,272.53,785,85.5,3.6413,2.8303,3.5324,2.7064,0.0,3.2495,3.1403,0.8109598517025729,0.825995837520392,2.0,0.0,0.25,300,20,225.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=0.0)",85.0,272.33,688,84.5,3.6655,2.8503,3.6185,2.4651,0.0,3.2535,3.2074,0.8151025327591488,1.1534605975683956,6.0,0.5,0.0,300,20,225.0,0.0,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=225, e=0.2)",84.75,272.0,810,83.0,3.2457,2.6706,3.1497,2.5209,0.0,2.8385,2.7614,0.5750500706565727,0.6288417646069573,4.75,1.7500000000000002,0.0,300,30,225.0,0.2,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=150, e=0.0)",84.5,271.01,"1,500",84.5,3.1432,2.4233,3.1432,2.4233,0.0,2.7481,2.7481,0.7198829143749195,0.7198829143749195,0.0,0.0,0.0,300,30,150.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),84.5,271.01,"1,500",84.5,3.1432,2.4233,3.1432,2.4233,0.0,2.7481,2.7481,0.7198829143749195,0.7198829143749195,0.0,0.0,0.0,300,30,,,Baseline,0.0
"Gen-Prob E-Greedy (m=225, e=0.4)",84.5,271.55,810,83.0,3.2457,2.6706,3.1465,2.6028,0.0,2.8385,2.7525,0.5750500706565727,0.5437091159012266,3.5000000000000004,1.5,0.0,300,30,225.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.2)",84.5,270.42,715,81.0,3.2648,2.6831,3.1554,2.5595,0.0,2.8252,2.7477,0.581735774917024,0.5959599273761182,12.0,3.5000000000000004,0.0,300,30,150.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.1)",84.25,270.93,715,81.0,3.2648,2.6831,3.1382,2.4297,0.0,2.8252,2.7391,0.581735774917024,0.708478196613946,10.0,3.25,0.0,300,30,150.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.8)",84.25,271.11,715,81.0,3.2648,2.6831,3.1506,2.6413,0.0,2.8252,2.7372,0.581735774917024,0.509278334387183,10.75,3.25,0.0,300,30,150.0,0.8,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.8)",84.25,271.39,810,83.0,3.2457,2.6706,3.1372,2.6378,0.0,2.8385,2.7337,0.5750500706565727,0.4993712379612818,3.25,1.25,0.0,300,30,225.0,0.8,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.1)",84.25,272.23,810,83.0,3.2457,2.6706,3.1426,2.4208,0.0,2.8385,2.7483,0.5750500706565727,0.7218096724935572,4.25,1.25,0.0,300,30,225.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.6)",84.25,270.75,810,83.0,3.2457,2.6706,3.1376,2.6394,0.0,2.8385,2.7373,0.5750500706565727,0.498208939751386,4.5,1.25,0.0,300,30,225.0,0.6,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.4)",84.0,271.66,715,81.0,3.2648,2.6831,3.1384,2.5888,0.0,2.8252,2.7305,0.581735774917024,0.5495850141087426,10.25,3.0,0.0,300,30,150.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=1.0)",84.0,269.82,715,81.0,3.2648,2.6831,3.1145,2.5654,0.0,2.8252,2.6971,0.581735774917024,0.5490671844326864,9.5,3.0,0.0,300,30,150.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.6)",83.75,270.74,715,81.0,3.2648,2.6831,3.1423,2.6397,0.0,2.8252,2.7241,0.581735774917024,0.5026497468217945,11.25,2.75,0.0,300,30,150.0,0.6,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=1.0)",83.5,271.44,810,83.0,3.2457,2.6706,3.1188,2.6053,0.0,2.8385,2.7129,0.5750500706565727,0.5134619549557184,5.25,1.25,0.75,300,30,225.0,1.0,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=225, e=0.0)",82.75,270.42,715,81.0,3.2648,2.6831,3.2422,2.4451,0.0,2.8252,2.8162,0.581735774917024,0.7971506636075043,8.5,1.7500000000000002,0.0,300,30,225.0,0.0,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=150, e=0.1)",75.0,255.55,855,73.0,2.851,2.4336,2.6878,2.2967,0.0,2.1969,2.086,0.4174584829482111,0.3910833967109823,10.75,2.0,0.0,300,40,150.0,0.1,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=150, e=0.2)",74.75,254.32,855,73.0,2.851,2.4336,2.7013,2.3668,0.0,2.1969,2.0872,0.4174584829482111,0.3345443117340423,12.0,1.7500000000000002,0.0,300,40,150.0,0.2,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=225, e=0.2)",74.5,251.56,950,73.75,2.801,2.4102,2.6853,2.3577,0.0,2.1665,2.0678,0.3908025833140267,0.3276046077641266,4.0,0.75,0.0,300,40,225.0,0.2,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=225, e=0.1)",74.5,252.02,950,73.75,2.801,2.4102,2.6864,2.3083,0.0,2.1665,2.0621,0.3908025833140267,0.3780936170642661,4.25,0.75,0.0,300,40,225.0,0.1,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=225, e=0.6)",74.25,251.94,950,73.75,2.801,2.4102,2.6964,2.4255,0.0,2.1665,2.066,0.3908025833140267,0.2709082956721018,5.25,0.75,0.25,300,40,225.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",74.25,251.78,"1,500",74.25,2.684,2.2986,2.684,2.2986,0.0,2.0549,2.0549,0.3854022688871743,0.3854022688871743,0.0,0.0,0.0,300,40,150.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),74.25,251.78,"1,500",74.25,2.684,2.2986,2.684,2.2986,0.0,2.0549,2.0549,0.3854022688871743,0.3854022688871743,0.0,0.0,0.0,300,40,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=0.4)",74.0,253.49,855,73.0,2.851,2.4336,2.7037,2.4164,0.0,2.1969,2.0803,0.4174584829482111,0.2872861218364875,12.0,1.5,0.5,300,40,150.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.4)",74.0,251.6,950,73.75,2.801,2.4102,2.6991,2.4166,0.0,2.1665,2.0755,0.3908025833140267,0.2824825805289603,5.0,1.0,0.75,300,40,225.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.6)",73.75,253.64,855,73.0,2.851,2.4336,2.7111,2.4378,0.0,2.1969,2.0883,0.4174584829482111,0.2733307546646513,12.0,1.5,0.75,300,40,150.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=225, e=0.0)",73.25,253.34,855,73.0,2.851,2.4336,2.8636,2.3661,0.0,2.1969,2.2214,0.4174584829482111,0.4975455553303334,10.0,1.0,0.75,300,40,225.0,0.0,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=225, e=0.8)",73.0,251.35,950,73.75,2.801,2.4102,2.683,2.4318,0.0,2.1665,2.0499,0.3908025833140267,0.2511749789901771,6.75,1.25,2.0,300,40,225.0,0.8,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=150, e=0.8)",72.5,252.98,855,73.0,2.851,2.4336,2.6683,2.422,0.0,2.1969,2.0448,0.4174584829482111,0.2463759358644228,11.75,1.5,2.0,300,40,150.0,0.8,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=150, e=1.0)",72.5,252.97,855,73.0,2.851,2.4336,2.6987,2.3863,0.0,2.1969,2.0574,0.4174584829482111,0.3123042902811703,11.75,1.25,1.7500000000000002,300,40,150.0,1.0,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=225, e=1.0)",72.5,251.21,950,73.75,2.801,2.4102,2.6835,2.4014,0.0,2.1665,2.0534,0.3908025833140267,0.2821122717672821,6.75,1.25,2.5,300,40,225.0,1.0,Gen-Prob E-Greedy,-1.75
Pure PARWiS (Baseline),64.5,242.5,"1,500",64.5,2.4896,2.2328,2.4896,2.2328,0.0,1.6781,1.6781,0.2568076630818412,0.2568076630818412,0.0,0.0,0.0,300,50,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",64.5,242.5,"1,500",64.5,2.4896,2.2328,2.4896,2.2328,0.0,1.6781,1.6781,0.2568076630818412,0.2568076630818412,0.0,0.0,0.0,300,50,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.1)",64.25,242.59,967,60.0,2.6176,2.3054,2.4917,2.2329,0.0,1.7299,1.6596,0.3121872520375741,0.2587353972876824,18.0,4.25,0.0,300,50,150.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.1)",64.25,243.82,"1,084",63.0,2.5769,2.2791,2.4843,2.2332,0.0,1.7388,1.6705,0.2977992233737843,0.2510813076750056,7.5,1.5,0.25,300,50,225.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.2)",63.25,242.24,"1,084",63.0,2.5769,2.2791,2.4904,2.2738,0.0,1.7388,1.6553,0.2977992233737843,0.2165964641178028,8.25,1.0,0.75,300,50,225.0,0.2,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=225, e=0.4)",63.25,242.43,"1,084",63.0,2.5769,2.2791,2.4942,2.2963,0.0,1.7388,1.6623,0.2977992233737843,0.1979101328579311,6.75,0.75,0.5,300,50,225.0,0.4,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=225, e=0.6)",62.75,242.3,"1,084",63.0,2.5769,2.2791,2.4965,2.3164,0.0,1.7388,1.6648,0.2977992233737843,0.180014023896661,8.5,1.5,1.7500000000000002,300,50,225.0,0.6,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=150, e=0.2)",62.5,243.26,967,60.0,2.6176,2.3054,2.4857,2.2727,0.0,1.7299,1.6551,0.3121872520375741,0.2130158348467166,18.0,3.0,0.5,300,50,150.0,0.2,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=150, e=0.4)",62.0,242.1,967,60.0,2.6176,2.3054,2.4915,2.2963,0.0,1.7299,1.656,0.3121872520375741,0.1951735965993393,18.25,2.75,0.75,300,50,150.0,0.4,Gen-Prob E-Greedy,-2.5
"Gen-Prob E-Greedy (m=150, e=0.6)",61.5,241.54,967,60.0,2.6176,2.3054,2.4988,2.3191,0.0,1.7299,1.6543,0.3121872520375741,0.1796855824632111,19.75,3.75,2.25,300,50,150.0,0.6,Gen-Prob E-Greedy,-3.0
"Gen-Prob E-Greedy (m=225, e=0.8)",59.75,241.99,"1,084",63.0,2.5769,2.2791,2.4777,2.3107,0.0,1.7388,1.6413,0.2977992233737843,0.1669246820831045,11.0,1.5,4.75,300,50,225.0,0.8,Gen-Prob E-Greedy,-4.75
"Gen-Prob E-Greedy (m=225, e=0.0)",59.0,241.32,967,60.0,2.6176,2.3054,2.6478,2.3288,0.0,1.7299,1.7869,0.3121872520375741,0.3189693885953235,18.5,2.75,3.75,300,50,225.0,0.0,Gen-Prob E-Greedy,-5.5
"Gen-Prob E-Greedy (m=150, e=0.8)",58.0,240.05,967,60.0,2.6176,2.3054,2.4924,2.3158,0.0,1.7299,1.637,0.3121872520375741,0.1766570602756463,22.75,2.75,4.75,300,50,150.0,0.8,Gen-Prob E-Greedy,-6.5
"Gen-Prob E-Greedy (m=150, e=1.0)",57.5,242.56,967,60.0,2.6176,2.3054,2.5127,2.3128,0.0,1.7299,1.653,0.3121872520375741,0.1998550904057268,21.0,1.7500000000000002,4.25,300,50,150.0,1.0,Gen-Prob E-Greedy,-7.0
"Gen-Prob E-Greedy (m=225, e=1.0)",57.5,242.07,"1,084",63.0,2.5769,2.2791,2.4897,2.3056,0.0,1.7388,1.6548,0.2977992233737843,0.1840926186078775,12.5,0.0,5.5,300,50,225.0,1.0,Gen-Prob E-Greedy,-7.0
"Gen-Prob E-Greedy (m=150, e=0.1)",51.0,230.14,"1,108",49.0,2.4048,2.1931,2.2798,2.1308,0.0,1.3708,1.3011,0.2117189893516728,0.1489531889637261,23.25,3.0,1.0,300,60,150.0,0.1,Gen-Prob E-Greedy,2.0
"Gen-Prob E-Greedy (m=225, e=0.1)",51.0,228.89,"1,235",50.25,2.36,2.1616,2.2814,2.1317,0.0,1.3675,1.2991,0.1984117063707793,0.149689954143148,9.25,2.25,1.5,300,60,225.0,0.1,Gen-Prob E-Greedy,2.0
Pure PARWiS (Baseline),49.0,229.59,"1,500",49.0,2.2767,2.1252,2.2767,2.1252,0.0,1.2939,1.2939,0.1514940218388014,0.1514940218388014,0.0,0.0,0.0,300,60,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=0.2)",49.0,227.63,"1,108",49.0,2.4048,2.1931,2.2732,2.134,0.0,1.3708,1.2896,0.2117189893516728,0.1391811384726531,25.5,3.0,3.0,300,60,150.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",49.0,229.59,"1,500",49.0,2.2767,2.1252,2.2767,2.1252,0.0,1.2939,1.2939,0.1514940218388014,0.1514940218388014,0.0,0.0,0.0,300,60,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.2)",47.25,229.18,"1,235",50.25,2.36,2.1616,2.2895,2.1438,0.0,1.3675,1.3031,0.1984117063707793,0.145760325148391,12.25,1.7500000000000002,4.75,300,60,225.0,0.2,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=150, e=0.4)",46.0,227.05,"1,108",49.0,2.4048,2.1931,2.2935,2.1534,0.0,1.3708,1.2827,0.2117189893516728,0.1400873102101085,26.25,1.7500000000000002,4.75,300,60,150.0,0.4,Gen-Prob E-Greedy,-3.0
"Gen-Prob E-Greedy (m=225, e=0.4)",45.25,229.07,"1,235",50.25,2.36,2.1616,2.2914,2.1506,0.0,1.3675,1.2986,0.1984117063707793,0.1408181475503345,14.75,1.7500000000000002,6.75,300,60,225.0,0.4,Gen-Prob E-Greedy,-3.75
"Gen-Prob E-Greedy (m=150, e=0.8)",44.75,228.5,"1,108",49.0,2.4048,2.1931,2.312,2.1782,0.0,1.3708,1.3081,0.2117189893516728,0.1338142833341677,28.25,2.75,7.000000000000001,300,60,150.0,0.8,Gen-Prob E-Greedy,-4.25
"Gen-Prob E-Greedy (m=225, e=0.6)",44.5,228.88,"1,235",50.25,2.36,2.1616,2.2853,2.1525,0.0,1.3675,1.291,0.1984117063707793,0.1328340399105894,13.25,1.0,6.75,300,60,225.0,0.6,Gen-Prob E-Greedy,-4.5
"Gen-Prob E-Greedy (m=225, e=1.0)",43.0,228.93,"1,235",50.25,2.36,2.1616,2.3213,2.1787,0.0,1.3675,1.3235,0.1984117063707793,0.1426572469534228,14.249999999999998,0.5,7.75,300,60,225.0,1.0,Gen-Prob E-Greedy,-6.0
"Gen-Prob E-Greedy (m=150, e=1.0)",42.75,228.0,"1,108",49.0,2.4048,2.1931,2.3543,2.1971,0.0,1.3708,1.3242,0.2117189893516728,0.1571978075950388,29.25,2.0,8.25,300,60,150.0,1.0,Gen-Prob E-Greedy,-6.25
"Gen-Prob E-Greedy (m=225, e=0.0)",42.25,228.37,"1,108",49.0,2.4048,2.1931,2.4537,2.249,0.0,1.3708,1.3964,0.2117189893516728,0.2047659359308937,25.5,1.0,7.75,300,60,225.0,0.0,Gen-Prob E-Greedy,-6.75
"Gen-Prob E-Greedy (m=225, e=0.8)",41.75,228.98,"1,235",50.25,2.36,2.1616,2.3115,2.1668,0.0,1.3675,1.309,0.1984117063707793,0.1446632769469138,18.25,1.5,10.0,300,60,225.0,0.8,Gen-Prob E-Greedy,-7.25
"Gen-Prob E-Greedy (m=150, e=0.6)",41.0,226.81,"1,108",49.0,2.4048,2.1931,2.2976,2.165,0.0,1.3708,1.2781,0.2117189893516728,0.1325440891535683,32.0,2.0,10.0,300,60,150.0,0.6,Gen-Prob E-Greedy,-8.0
"Gen-Prob E-Greedy (m=225, e=0.2)",30.75,228.05,"1,344",35.25,2.2459,2.0898,2.208,2.0765,0.0,1.1699,1.1331,0.1560354793444824,0.131466677460236,14.249999999999998,0.75,5.25,300,70,225.0,0.2,Gen-Prob E-Greedy,1.25
"Gen-Prob E-Greedy (m=225, e=0.1)",30.25,228.21,"1,344",35.25,2.2459,2.0898,2.2008,2.0658,0.0,1.1699,1.1344,0.1560354793444824,0.1350404437533621,15.5,1.25,6.25,300,70,225.0,0.1,Gen-Prob E-Greedy,0.75
Pure PARWiS (Baseline),29.5,226.44,"1,500",29.5,2.2066,2.0666,2.2066,2.0666,0.0,1.1288,1.1288,0.1399141559869265,0.1399141559869265,0.0,0.0,0.0,300,70,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",29.5,226.44,"1,500",29.5,2.2066,2.0666,2.2066,2.0666,0.0,1.1288,1.1288,0.1399141559869265,0.1399141559869265,0.0,0.0,0.0,300,70,150.0,0.0,Gen-Prob E-Greedy,0.0
